SK_ID_CURR,TARGET,age,years_employed,income_group,employment_group,age_group,annuity_group,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,OCCUPATION_TYPE,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,loan_income_ratio,annuity_income_ratio,income_per_person,bureau_loan_count,active_loan_count,closed_loan_count,total_external_credit,previous_application_count,approved_application_count,refused_application_count
197143,0,29.904109589041095,3.219178082191781,Low,2-5 Years,20-30,Very Low Burden,Secondary / secondary special,Single / not married,House / apartment,Core staff,135000.0,180000.0,9000.0,1.3333333333333333,0.06666666666666667,67500.0,1.0,1.0,0.0,810000.0,1.0,1.0,0.0
191587,0,46.52328767123288,0.5013698630136987,High,0-2 Years,40-50,Low Burden,Higher education,Single / not married,House / apartment,Managers,225000.0,540000.0,27000.0,2.4,0.12,225000.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
145960,0,29.252054794520546,3.747945205479452,High,2-5 Years,20-30,Very Low Burden,Higher education,Single / not married,House / apartment,Core staff,216000.0,302341.5,18400.5,1.3997291666666667,0.0851875,216000.0,6.0,2.0,4.0,1454409.0,5.0,4.0,1.0
331698,0,34.88219178082192,2.9643835616438357,High,2-5 Years,30-40,Moderate Burden,Secondary / secondary special,Married,House / apartment,Core staff,202500.0,910890.0,33592.5,4.498222222222222,0.1658888888888889,67500.0,8.0,5.0,3.0,3734307.0,8.0,6.0,2.0
113818,0,62.94794520547945,,Low,,60-70,Very Low Burden,Secondary / secondary special,Married,House / apartment,,135000.0,163512.0,13045.5,1.2112,0.09663333333333333,67500.0,9.0,6.0,3.0,1134377.73,1.0,1.0,0.0
193783,0,28.953424657534246,1.3972602739726028,Low,0-2 Years,20-30,High Burden,Incomplete higher,Single / not married,House / apartment,,112500.0,450000.0,22018.5,4.0,0.19572,112500.0,3.0,2.0,1.0,223318.35,1.0,1.0,0.0
119824,0,38.679452054794524,0.5068493150684932,Very Low,0-2 Years,30-40,Very High Burden,Higher education,Married,House / apartment,Core staff,76500.0,1170000.0,30861.0,15.294117647058824,0.40341176470588236,25500.0,1.0,1.0,0.0,157500.0,0.0,0.0,0.0
356527,0,46.06301369863014,2.786301369863014,High,2-5 Years,40-50,High Burden,Higher education,Married,House / apartment,Drivers,225000.0,1022022.0,43429.5,4.54232,0.19302,75000.0,7.0,3.0,4.0,981255.15,4.0,4.0,0.0
245195,0,26.852054794520548,0.9205479452054794,High,0-2 Years,20-30,Low Burden,Secondary / secondary special,Single / not married,With parents,Sales staff,202500.0,418743.0,28111.5,2.0678666666666667,0.13882222222222224,202500.0,5.0,1.0,4.0,1149446.7,2.0,1.0,0.0
318742,0,35.71506849315068,7.586301369863014,High,5-10 Years,30-40,Very Low Burden,Secondary / secondary special,Married,House / apartment,Private service staff,216000.0,238896.0,16092.0,1.106,0.0745,54000.0,6.0,0.0,6.0,414066.6,8.0,7.0,1.0
170539,0,27.345205479452055,4.526027397260274,High,2-5 Years,20-30,Very Low Burden,Higher education,Married,House / apartment,,202500.0,495000.0,13743.0,2.4444444444444446,0.06786666666666667,50625.0,6.0,4.0,2.0,4203666.27,1.0,1.0,0.0
407502,0,49.14246575342466,21.835616438356166,Low,20+ Years,40-50,High Burden,Higher education,Widow,House / apartment,Core staff,103500.0,508495.5,22527.0,4.913,0.21765217391304348,103500.0,8.0,4.0,4.0,615743.1,6.0,6.0,0.0
358024,0,38.76712328767123,1.3041095890410959,Very High,0-2 Years,30-40,Low Burden,Higher education,Separated,House / apartment,,270000.0,1089000.0,31842.0,4.033333333333333,0.11793333333333333,135000.0,11.0,3.0,8.0,5736258.0,6.0,3.0,3.0
272024,0,26.504109589041096,0.8273972602739726,Very Low,0-2 Years,20-30,High Burden,Higher education,Single / not married,House / apartment,,71100.0,593010.0,17122.5,8.340506329113923,0.2408227848101266,35550.0,5.0,4.0,1.0,217125.0,2.0,2.0,0.0
316505,0,52.536986301369865,3.652054794520548,Very Low,2-5 Years,50-60,Very High Burden,Secondary / secondary special,Married,House / apartment,Laborers,90000.0,862560.0,25348.5,9.584,0.28165,45000.0,7.0,2.0,5.0,1775205.0,5.0,5.0,0.0
205703,0,43.04657534246575,6.794520547945205,Low,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0,819391.5,50260.5,6.069566666666667,0.3723,67500.0,0.0,0.0,0.0,961704.0,3.0,2.0,0.0
162482,0,23.03835616438356,0.6,Low,0-2 Years,20-30,High Burden,Secondary / secondary special,Single / not married,House / apartment,Laborers,126000.0,254700.0,28867.5,2.0214285714285714,0.22910714285714287,126000.0,0.0,0.0,0.0,961704.0,2.0,2.0,0.0
203724,0,27.96712328767123,0.8164383561643835,Very Low,0-2 Years,20-30,Low Burden,Secondary / secondary special,Married,House / apartment,,72000.0,90000.0,10282.5,1.25,0.1428125,18000.0,3.0,1.0,2.0,2292750.0,4.0,4.0,0.0
330897,0,59.0986301369863,,Very Low,,50-60,Very High Burden,Lower secondary,Married,House / apartment,,45000.0,314100.0,15241.5,6.98,0.3387,22500.0,8.0,1.0,7.0,447520.5,2.0,2.0,0.0
274154,0,43.31780821917808,0.38082191780821917,Low,0-2 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Laborers,121500.0,922500.0,39213.0,7.592592592592593,0.3227407407407407,60750.0,3.0,2.0,1.0,1586070.0,2.0,2.0,0.0
172201,0,46.4027397260274,8.493150684931507,High,5-10 Years,40-50,High Burden,Secondary / secondary special,Married,House / apartment,Drivers,180000.0,574668.0,38533.5,3.1926,0.214075,90000.0,5.0,3.0,2.0,3785215.5,5.0,2.0,0.0
256981,0,30.438356164383563,6.389041095890411,Low,5-10 Years,30-40,High Burden,Incomplete higher,Civil marriage,House / apartment,Waiters/barmen staff,108000.0,495000.0,23944.5,4.583333333333333,0.22170833333333334,54000.0,9.0,2.0,7.0,2338128.0,7.0,4.0,0.0
424308,0,27.28767123287671,2.326027397260274,High,2-5 Years,20-30,High Burden,Secondary / secondary special,Married,Rented apartment,Drivers,180000.0,379008.0,39928.5,2.1056,0.221825,90000.0,6.0,1.0,5.0,6225228.0,6.0,5.0,0.0
361765,0,57.36986301369863,,Very Low,,50-60,Moderate Burden,Secondary / secondary special,Widow,House / apartment,,67500.0,284400.0,9850.5,4.213333333333333,0.14593333333333333,67500.0,4.0,3.0,1.0,678376.26,2.0,2.0,0.0
389311,0,33.88493150684931,4.008219178082192,Medium,2-5 Years,30-40,Low Burden,Higher education,Married,House / apartment,,157500.0,337500.0,16875.0,2.142857142857143,0.10714285714285714,39375.0,4.0,3.0,1.0,2000079.0,5.0,3.0,0.0
297820,0,52.654794520547945,,Medium,,50-60,High Burden,Higher education,Married,House / apartment,,157500.0,755190.0,36459.0,4.7948571428571425,0.2314857142857143,78750.0,4.0,3.0,1.0,367105.5,3.0,1.0,0.0
252896,1,30.043835616438358,4.926027397260274,Very Low,2-5 Years,30-40,High Burden,Higher education,Married,House / apartment,Low-skill Laborers,67500.0,251280.0,13284.0,3.7226666666666666,0.1968,33750.0,3.0,3.0,0.0,675000.0,9.0,9.0,0.0
195764,0,36.15890410958904,2.191780821917808,High,2-5 Years,30-40,High Burden,Incomplete higher,Single / not married,House / apartment,,189000.0,1350000.0,39474.0,7.142857142857143,0.20885714285714285,189000.0,4.0,1.0,3.0,479109.51,1.0,1.0,0.0
149082,0,42.28767123287671,4.934246575342466,Very Low,2-5 Years,40-50,Low Burden,Secondary / secondary special,Married,House / apartment,Cooking staff,67500.0,71955.0,8248.5,1.066,0.1222,16875.0,4.0,1.0,3.0,560315.25,5.0,5.0,0.0
418274,0,58.797260273972604,,Low,,50-60,High Burden,Secondary / secondary special,Married,House / apartment,,117000.0,263686.5,26208.0,2.2537307692307693,0.224,58500.0,9.0,2.0,7.0,1019898.0,4.0,3.0,1.0
131545,0,37.824657534246576,0.38904109589041097,High,0-2 Years,30-40,Moderate Burden,Secondary / secondary special,Widow,House / apartment,Sales staff,175500.0,1035832.5,30415.5,5.902179487179487,0.1733076923076923,43875.0,3.0,2.0,1.0,649035.0,4.0,4.0,0.0
258932,0,47.47671232876712,20.58082191780822,Very High,20+ Years,40-50,Very Low Burden,Secondary / secondary special,Married,House / apartment,High skill tech staff,315000.0,545040.0,25407.0,1.7302857142857142,0.08065714285714286,157500.0,9.0,2.0,7.0,755811.0,2.0,2.0,0.0
207300,1,28.991780821917807,3.041095890410959,Low,2-5 Years,20-30,High Burden,Higher education,Single / not married,House / apartment,,112500.0,495000.0,24750.0,4.4,0.22,112500.0,2.0,2.0,0.0,540000.0,0.0,0.0,0.0
414196,0,42.895890410958906,7.328767123287672,High,5-10 Years,40-50,High Burden,Higher education,Civil marriage,House / apartment,,225000.0,790830.0,50539.5,3.5148,0.22462,112500.0,5.0,0.0,5.0,370399.5,10.0,6.0,2.0
245943,0,37.20821917808219,2.7534246575342465,Medium,2-5 Years,30-40,Very Low Burden,Secondary / secondary special,Separated,House / apartment,Security staff,148500.0,135000.0,9954.0,0.9090909090909091,0.06703030303030302,74250.0,7.0,1.0,6.0,601632.0,7.0,3.0,0.0
383083,0,30.59178082191781,2.4493150684931506,Low,2-5 Years,30-40,Moderate Burden,Secondary / secondary special,Married,House / apartment,,112500.0,408780.0,20011.5,3.6336,0.17788,37500.0,5.0,1.0,4.0,699912.0,4.0,4.0,0.0
376938,0,61.42191780821918,23.284931506849315,Very Low,20+ Years,60-70,Very High Burden,Secondary / secondary special,Married,House / apartment,Medicine staff,83250.0,728460.0,38808.0,8.75027027027027,0.46616216216216216,41625.0,1.0,0.0,1.0,562500.0,0.0,0.0,0.0
340972,0,27.046575342465754,1.4712328767123288,Very Low,0-2 Years,20-30,Low Burden,Secondary / secondary special,Single / not married,With parents,Laborers,76500.0,180000.0,9000.0,2.3529411764705883,0.11764705882352941,76500.0,3.0,2.0,1.0,1327500.0,4.0,4.0,0.0
393254,0,42.895890410958906,7.824657534246575,Low,5-10 Years,40-50,Very Low Burden,Secondary / secondary special,Married,House / apartment,Secretaries,135000.0,157500.0,7789.5,1.1666666666666667,0.0577,45000.0,9.0,3.0,6.0,1168753.23,14.0,5.0,4.0
270869,0,58.824657534246576,,Very Low,,50-60,Low Burden,Secondary / secondary special,Married,House / apartment,,90000.0,284400.0,10345.5,3.16,0.11495,45000.0,3.0,1.0,2.0,321133.5,7.0,4.0,0.0
104759,0,63.46027397260274,,Very Low,,60-70,Very High Burden,Secondary / secondary special,Married,House / apartment,,47700.0,314100.0,13963.5,6.584905660377358,0.29273584905660377,23850.0,3.0,2.0,1.0,778500.0,3.0,3.0,0.0
173524,0,48.320547945205476,14.454794520547946,Very Low,10-20 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Managers,90000.0,1339884.0,35473.5,14.8876,0.39415,45000.0,8.0,2.0,6.0,727623.0,7.0,3.0,0.0
201040,0,42.679452054794524,4.383561643835616,Very High,2-5 Years,40-50,High Burden,Higher education,Married,House / apartment,Managers,708610.5,2700000.0,133348.5,3.810273768170243,0.18818307095364803,354305.25,1.0,0.0,1.0,2054731.5,0.0,0.0,0.0
409290,0,48.967123287671235,26.69041095890411,Low,20+ Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,,103500.0,1288350.0,37800.0,12.447826086956521,0.3652173913043478,25875.0,3.0,1.0,2.0,1381680.0,3.0,2.0,1.0
290477,0,44.775342465753425,12.860273972602739,High,10-20 Years,40-50,Moderate Burden,Secondary / secondary special,Married,House / apartment,Laborers,225000.0,315000.0,33075.0,1.4,0.147,112500.0,5.0,1.0,4.0,448093.26,9.0,7.0,0.0
144820,0,36.673972602739724,15.33972602739726,High,10-20 Years,30-40,Moderate Burden,Higher education,Married,House / apartment,Laborers,225000.0,473161.5,33061.5,2.10294,0.14694,112500.0,19.0,5.0,14.0,6904988.955,7.0,5.0,0.0
227947,0,35.62191780821918,3.9534246575342467,Very High,2-5 Years,30-40,Very Low Burden,Higher education,Married,House / apartment,Core staff,405000.0,1480500.0,40842.0,3.6555555555555554,0.10084444444444444,202500.0,3.0,2.0,1.0,2164351.5,7.0,3.0,2.0
223358,0,35.01917808219178,0.4,Very Low,0-2 Years,30-40,Very High Burden,Higher education,Married,House / apartment,Accountants,90000.0,868500.0,25524.0,9.65,0.2836,22500.0,2.0,2.0,0.0,1014705.0,3.0,2.0,0.0
208291,0,66.20821917808219,,Low,,60-70,Low Burden,Secondary / secondary special,Civil marriage,House / apartment,,121500.0,225000.0,12694.5,1.8518518518518519,0.10448148148148148,60750.0,0.0,0.0,0.0,961704.0,2.0,2.0,0.0
238740,1,47.536986301369865,0.3287671232876712,Very Low,0-2 Years,40-50,Very High Burden,Secondary / secondary special,Married,House / apartment,Sales staff,58500.0,629325.0,26793.0,10.757692307692308,0.458,14625.0,6.0,0.0,5.0,448302.24,2.0,2.0,0.0
402115,0,59.19178082191781,,Very Low,,50-60,Low Burden,Secondary / secondary special,Married,House / apartment,,90000.0,148365.0,9720.0,1.6485,0.108,45000.0,2.0,1.0,1.0,986661.0,0.0,0.0,0.0
100588,0,32.37260273972603,4.219178082191781,Medium,2-5 Years,30-40,Low Burden,Higher education,Single / not married,House / apartment,Laborers,157500.0,679500.0,19998.0,4.314285714285714,0.12697142857142857,78750.0,5.0,2.0,3.0,725247.81,1.0,1.0,0.0
316253,0,60.92328767123288,,High,,60-70,Very Low Burden,Secondary / secondary special,Married,House / apartment,,202500.0,331920.0,17077.5,1.6391111111111112,0.08433333333333333,101250.0,7.0,4.0,3.0,5345338.5,16.0,5.0,3.0
236493,0,32.553424657534244,0.0821917808219178,Very Low,0-2 Years,30-40,Very High Burden,Higher education,Married,House / apartment,Core staff,94500.0,679500.0,36202.5,7.190476190476191,0.3830952380952381,31500.0,1.0,0.0,1.0,135000.0,3.0,3.0,0.0
413028,0,27.882191780821916,2.175342465753425,Low,2-5 Years,20-30,Very High Burden,Higher education,Married,House / apartment,Core staff,135000.0,450000.0,50904.0,3.3333333333333335,0.37706666666666666,67500.0,1.0,0.0,1.0,108693.0,3.0,0.0,3.0
401543,0,33.9972602739726,8.942465753424658,Medium,5-10 Years,30-40,Very High Burden,Secondary / secondary special,Married,House / apartment,Core staff,157500.0,1227901.5,46899.0,7.7962,0.2977714285714286,78750.0,11.0,4.0,7.0,7304701.5,4.0,4.0,0.0
120279,0,31.350684931506848,6.454794520547945,High,5-10 Years,30-40,Moderate Burden,Secondary / secondary special,Married,House / apartment,Cleaning staff,180000.0,495351.0,30433.5,2.75195,0.169075,90000.0,0.0,0.0,0.0,961704.0,7.0,5.0,1.0
291774,0,50.41095890410959,9.734246575342466,Low,5-10 Years,50-60,Very High Burden,Higher education,Married,House / apartment,Laborers,117000.0,601470.0,30838.5,5.140769230769231,0.2635769230769231,58500.0,2.0,2.0,0.0,675000.0,9.0,4.0,2.0
300329,1,28.197260273972603,1.5945205479452054,Medium,0-2 Years,20-30,High Burden,Secondary / secondary special,Single / not married,With parents,Laborers,157500.0,450000.0,30442.5,2.857142857142857,0.19328571428571428,157500.0,0.0,0.0,0.0,961704.0,2.0,1.0,1.0
433671,0,42.59178082191781,2.186301369863014,High,2-5 Years,40-50,Low Burden,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,225000.0,545040.0,25537.5,2.4224,0.1135,112500.0,1.0,1.0,0.0,180000.0,4.0,4.0,0.0
407762,0,32.04657534246575,0.7342465753424657,Very High,0-2 Years,30-40,Low Burden,Incomplete higher,Married,House / apartment,Laborers,427500.0,900000.0,45954.0,2.1052631578947367,0.10749473684210527,213750.0,4.0,1.0,3.0,542955.375,5.0,2.0,0.0
176761,0,46.42739726027397,18.980821917808218,Low,10-20 Years,40-50,High Burden,Higher education,Married,House / apartment,Managers,135000.0,733500.0,33273.0,5.433333333333334,0.24646666666666667,45000.0,3.0,1.0,2.0,810000.0,3.0,3.0,0.0
218706,0,28.14246575342466,0.5726027397260274,Very High,0-2 Years,20-30,Very Low Burden,Higher education,Single / not married,House / apartment,Sales staff,258880.5,315000.0,16308.0,1.2167776251977263,0.06299431591023658,258880.5,9.0,1.0,8.0,5262007.5,12.0,3.0,9.0
401685,0,57.44931506849315,0.5671232876712329,Low,0-2 Years,50-60,High Burden,Secondary / secondary special,Married,House / apartment,Drivers,112500.0,545040.0,25537.5,4.8448,0.227,56250.0,4.0,2.0,2.0,1057716.0,1.0,1.0,0.0
154107,0,35.53972602739726,1.4246575342465753,Very High,0-2 Years,30-40,Very Low Burden,Secondary / secondary special,Married,Municipal apartment,,270000.0,358344.0,9850.5,1.3272,0.03648333333333333,135000.0,2.0,1.0,1.0,1205100.0,2.0,1.0,0.0
222739,0,67.25205479452055,,Very Low,,60-70,Very Low Burden,Secondary / secondary special,Married,House / apartment,,67500.0,50940.0,5089.5,0.7546666666666667,0.0754,33750.0,6.0,2.0,4.0,1475632.395,3.0,2.0,1.0
149211,0,41.945205479452056,7.427397260273972,Low,5-10 Years,40-50,High Burden,Secondary / secondary special,Single / not married,House / apartment,Laborers,135000.0,254700.0,26874.0,1.8866666666666667,0.19906666666666667,135000.0,1.0,0.0,1.0,20365.83,5.0,5.0,0.0
113053,0,32.50410958904109,12.364383561643836,Very Low,10-20 Years,30-40,Very High Burden,Higher education,Married,House / apartment,Drivers,90000.0,677664.0,34731.0,7.5296,0.3859,22500.0,7.0,3.0,4.0,4216500.0,5.0,1.0,2.0
434631,0,35.04931506849315,1.5013698630136987,Low,0-2 Years,30-40,Very High Burden,Secondary / secondary special,Married,House / apartment,Laborers,112500.0,614475.0,30015.0,5.462,0.2668,28125.0,5.0,2.0,3.0,266616.0,6.0,3.0,3.0
133748,0,43.67123287671233,4.13972602739726,Low,2-5 Years,40-50,Moderate Burden,Secondary / secondary special,Married,House / apartment,Drivers,108000.0,384048.0,18031.5,3.556,0.16695833333333332,54000.0,7.0,4.0,3.0,2288070.0,5.0,3.0,2.0
382934,0,53.21095890410959,7.632876712328767,Low,5-10 Years,50-60,Very High Burden,Secondary / secondary special,Married,House / apartment,Sales staff,103500.0,760225.5,30280.5,7.345173913043478,0.29256521739130437,51750.0,1.0,0.0,1.0,142312.5,7.0,6.0,0.0
344319,0,63.446575342465756,,Medium,,60-70,Moderate Burden,Higher education,Single / not married,House / apartment,,162000.0,808650.0,23305.5,4.991666666666666,0.1438611111111111,162000.0,4.0,3.0,1.0,1237500.0,2.0,2.0,0.0
213699,0,28.838356164383562,6.375342465753425,Low,5-10 Years,20-30,Very High Burden,Incomplete higher,Married,House / apartment,Laborers,112500.0,1078200.0,28570.5,9.584,0.25396,37500.0,2.0,2.0,0.0,240163.38,0.0,0.0,0.0
248290,0,50.945205479452056,8.471232876712328,High,5-10 Years,50-60,High Burden,Secondary / secondary special,Married,House / apartment,Managers,202500.0,1006920.0,42790.5,4.972444444444444,0.21131111111111112,101250.0,2.0,1.0,1.0,635377.725,1.0,1.0,0.0
399970,0,35.865753424657534,5.063013698630137,Very High,5-10 Years,30-40,High Burden,Higher education,Married,House / apartment,,261000.0,1824480.0,63549.0,6.990344827586207,0.24348275862068966,65250.0,4.0,2.0,2.0,313830.0,9.0,5.0,0.0
152695,0,32.175342465753424,6.619178082191781,Very Low,5-10 Years,30-40,Very High Burden,Higher education,Married,House / apartment,High skill tech staff,90000.0,819792.0,41854.5,9.1088,0.46505,22500.0,8.0,2.0,6.0,1686404.16,11.0,7.0,1.0
226558,0,58.16164383561644,,Low,,50-60,Moderate Burden,Secondary / secondary special,Widow,House / apartment,,112500.0,540000.0,19525.5,4.8,0.17356,112500.0,10.0,4.0,6.0,1223777.7,6.0,4.0,0.0
268126,0,39.016438356164386,8.367123287671232,Very High,5-10 Years,30-40,High Burden,Secondary / secondary special,Married,House / apartment,Laborers,247500.0,726381.0,48672.0,2.9348727272727273,0.19665454545454544,123750.0,3.0,0.0,3.0,613395.0,9.0,6.0,0.0
267812,0,32.18356164383562,2.632876712328767,Low,2-5 Years,30-40,Moderate Burden,Secondary / secondary special,Married,House / apartment,Sales staff,135000.0,573408.0,20727.0,4.247466666666667,0.15353333333333333,33750.0,11.0,2.0,9.0,3543534.0,4.0,2.0,0.0
296395,0,65.13698630136986,42.81917808219178,Very High,20+ Years,60-70,Moderate Burden,Secondary / secondary special,Widow,Municipal apartment,Accountants,247500.0,1381500.0,36571.5,5.581818181818182,0.14776363636363637,247500.0,8.0,1.0,7.0,2346048.0,4.0,3.0,0.0
113440,0,36.78630136986301,3.473972602739726,High,2-5 Years,30-40,Moderate Burden,Secondary / secondary special,Married,House / apartment,Laborers,180000.0,533668.5,27378.0,2.964825,0.1521,60000.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
120792,0,54.5013698630137,,Low,,50-60,High Burden,Secondary / secondary special,Married,House / apartment,,112500.0,585000.0,25897.5,5.2,0.2302,56250.0,6.0,2.0,4.0,2246229.0,8.0,7.0,0.0
303184,0,66.81643835616438,,Low,,60-70,Moderate Burden,Secondary / secondary special,Widow,House / apartment,,135000.0,278460.0,20947.5,2.062666666666667,0.15516666666666667,135000.0,6.0,1.0,5.0,1350400.5,7.0,4.0,0.0
316720,0,45.00547945205479,11.515068493150684,Low,10-20 Years,40-50,Very Low Burden,Secondary / secondary special,Married,House / apartment,Laborers,135000.0,175896.0,7582.5,1.3029333333333333,0.05616666666666666,67500.0,8.0,6.0,2.0,997209.0,7.0,7.0,0.0
401043,0,61.1972602739726,0.5232876712328767,Very Low,0-2 Years,60-70,High Burden,Secondary / secondary special,Single / not married,Municipal apartment,Accountants,90000.0,299772.0,17338.5,3.3308,0.19265,90000.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
100428,0,54.78904109589041,5.704109589041096,Very Low,5-10 Years,50-60,Very High Burden,Higher education,Married,House / apartment,Drivers,90000.0,1224990.0,35946.0,13.611,0.3994,45000.0,6.0,0.0,6.0,1501146.0,2.0,2.0,0.0
112929,0,51.40821917808219,16.684931506849313,High,10-20 Years,50-60,High Burden,Secondary / secondary special,Married,House / apartment,Drivers,202500.0,1575000.0,41679.0,7.777777777777778,0.2058222222222222,101250.0,5.0,1.0,4.0,2204550.0,1.0,1.0,0.0
181973,0,57.6958904109589,6.112328767123287,High,5-10 Years,50-60,Moderate Burden,Secondary / secondary special,Widow,Municipal apartment,,225000.0,728460.0,38938.5,3.2376,0.17306,225000.0,2.0,1.0,1.0,465970.5,3.0,2.0,0.0
265063,0,24.5013698630137,1.9863013698630136,Low,0-2 Years,20-30,Low Burden,Secondary / secondary special,Married,House / apartment,Drivers,112500.0,229230.0,14022.0,2.0376,0.12464,37500.0,0.0,0.0,0.0,961704.0,1.0,1.0,0.0
127373,0,42.06575342465754,0.6547945205479452,Very High,0-2 Years,40-50,High Burden,Higher education,Married,House / apartment,Managers,360000.0,1735299.0,75667.5,4.820275,0.2101875,180000.0,10.0,2.0,8.0,6857595.0,0.0,0.0,0.0
135623,0,43.37260273972603,19.36986301369863,Very Low,10-20 Years,40-50,High Burden,Secondary / secondary special,Married,House / apartment,High skill tech staff,67500.0,284400.0,16011.0,4.213333333333333,0.2372,33750.0,5.0,1.0,4.0,859289.85,2.0,2.0,0.0
285178,0,50.679452054794524,7.736986301369863,Very High,5-10 Years,50-60,Very Low Burden,Secondary / secondary special,Married,House / apartment,High skill tech staff,315000.0,225000.0,24003.0,0.7142857142857143,0.0762,157500.0,9.0,2.0,7.0,1570173.48,4.0,3.0,0.0
365219,0,40.0027397260274,11.898630136986302,Medium,10-20 Years,40-50,Low Burden,Higher education,Married,House / apartment,Accountants,157500.0,504000.0,16389.0,3.2,0.10405714285714286,78750.0,14.0,6.0,7.0,4140207.675,7.0,4.0,1.0
143816,0,31.205479452054796,7.210958904109589,High,5-10 Years,30-40,Low Burden,Secondary / secondary special,Married,House / apartment,Sales staff,225000.0,679500.0,27076.5,3.02,0.12034,56250.0,12.0,4.0,8.0,3357783.0,16.0,13.0,3.0
354450,0,26.78904109589041,2.7205479452054795,Very Low,2-5 Years,20-30,Moderate Burden,Secondary / secondary special,Married,House / apartment,Sales staff,90000.0,187704.0,14958.0,2.0856,0.1662,45000.0,1.0,1.0,0.0,62319.6,1.0,1.0,0.0
151682,0,41.673972602739724,,Very High,,40-50,Moderate Burden,Secondary / secondary special,Single / not married,House / apartment,,229500.0,377370.0,34740.0,1.644313725490196,0.15137254901960784,114750.0,6.0,2.0,4.0,684801.0,17.0,8.0,4.0
239508,0,55.397260273972606,6.821917808219178,Very High,5-10 Years,50-60,Moderate Burden,Secondary / secondary special,Married,House / apartment,Laborers,306000.0,1113840.0,44302.5,3.64,0.14477941176470588,153000.0,1.0,1.0,0.0,630000.0,4.0,4.0,0.0
332913,0,42.19178082191781,11.956164383561644,Very High,10-20 Years,40-50,High Burden,Secondary / secondary special,Married,House / apartment,Drivers,270000.0,971280.0,54234.0,3.5973333333333333,0.20086666666666667,135000.0,3.0,1.0,2.0,2587050.0,5.0,4.0,0.0
179504,0,38.42191780821918,20.23013698630137,High,20+ Years,30-40,Very Low Burden,Secondary / secondary special,Married,House / apartment,,225000.0,619965.0,16353.0,2.7554,0.07268,112500.0,3.0,2.0,1.0,12172500.0,0.0,0.0,0.0
406316,1,45.082191780821915,6.219178082191781,High,5-10 Years,40-50,Very High Burden,Secondary / secondary special,Civil marriage,House / apartment,High skill tech staff,180000.0,1006920.0,70209.0,5.594,0.39005,90000.0,0.0,0.0,0.0,961704.0,2.0,2.0,0.0
169861,1,22.87123287671233,1.9671232876712328,High,0-2 Years,20-30,Very High Burden,Secondary / secondary special,Married,House / apartment,Laborers,202500.0,479700.0,54252.0,2.368888888888889,0.2679111111111111,101250.0,1.0,1.0,0.0,121500.0,8.0,1.0,5.0
216210,0,62.81643835616438,,High,,60-70,Low Burden,Secondary / secondary special,Married,House / apartment,,202500.0,664569.0,28287.0,3.2818222222222224,0.1396888888888889,101250.0,10.0,4.0,6.0,1970298.585,7.0,7.0,0.0
203373,0,26.506849315068493,4.364383561643836,Medium,2-5 Years,20-30,High Burden,Higher education,Single / not married,House / apartment,Sales staff,157500.0,351486.0,36144.0,2.231657142857143,0.2294857142857143,157500.0,4.0,2.0,2.0,392780.88,9.0,9.0,0.0
384141,0,33.942465753424656,3.495890410958904,Very Low,2-5 Years,30-40,Moderate Burden,Secondary / secondary special,Married,House / apartment,,90000.0,314100.0,16573.5,3.49,0.18415,30000.0,3.0,1.0,2.0,231719.535,1.0,1.0,0.0
310133,1,36.73150684931507,3.106849315068493,High,2-5 Years,30-40,Low Burden,Secondary / secondary special,Separated,House / apartment,Sales staff,202500.0,467257.5,22855.5,2.3074444444444446,0.11286666666666667,50625.0,0.0,0.0,0.0,961704.0,2.0,2.0,0.0
452541,0,32.989041095890414,4.989041095890411,Very High,2-5 Years,30-40,Very Low Burden,Higher education,Married,House / apartment,Laborers,495000.0,791595.0,50719.5,1.5991818181818183,0.10246363636363637,165000.0,7.0,5.0,2.0,1698104.52,6.0,4.0,0.0
245487,0,60.26575342465753,,High,,60-70,Low Burden,Secondary / secondary special,Married,House / apartment,,202500.0,584766.0,24903.0,2.8877333333333333,0.12297777777777778,101250.0,0.0,0.0,0.0,961704.0,7.0,3.0,2.0
380424,0,52.9013698630137,2.6575342465753424,Low,2-5 Years,50-60,Low Burden,Secondary / secondary special,Single / not married,House / apartment,Core staff,108000.0,198666.0,13405.5,1.8395,0.124125,108000.0,3.0,1.0,2.0,201309.75,10.0,2.0,4.0
153686,0,57.61095890410959,3.6986301369863015,Low,2-5 Years,50-60,Moderate Burden,Secondary / secondary special,Married,House / apartment,Laborers,112500.0,254700.0,16407.0,2.264,0.14584,56250.0,0.0,0.0,0.0,961704.0,2.0,2.0,0.0
